Index	Level	Language	Content	Sentence	Errors	Erroneous_words	Comment
275	B1+	Turks	Ik was een van de eerste groep die Coronalert App heeft geïnstalleerd. Volgens me, is anoniem sporen mensen misschien de enige efficiënte manier om een pandemie te voorkomen. Ik heb een verleden als een onderzoeker en ik heb me gevraagd af hoe een App ons kunnen sporen. Coronalert spoort dankbaar voor Bluetooth en Bluetooth werkt alleen in een beperkte buurt. U kunt met uw headphones proberen: Verbind uw headphones en GSM met Bluetooth en loop naar andere kamer alleen met uw headphones. Als u niet genoeg dichtbij uw GSM, kunt u de headphones niet gebruiken. Als u op uw GSM de listje voor de Bluetoothapparaten zoekt, vindt u de namen van de apparaten maar niet de locaties. Dus ben ik overtuigd dat de overheid me niet kunnen volgen dankbaar voor Coronalert. Het is ook niet mogelijk dat de overheid u kunt luisteren! Het feit dat alleen manier we Bluetooth gebruiken is naar de muziek luisteren betekent niet dat Bluetooth moet altijd naar uw luidspreker moet verbinden! Als het klopt dat Coronalert geen App om mensen te bespioneren is, kunnen we discussiëren of de overheid een app kunt verplichten of nee... We geloven dat de dingen de overheid kunt verplichten echt beperkt is. Is dat waar? Er zijn de regels van de samenleving en we er beschouwen niet vaak tegen staan. We parkeren nooit op een plaats voor de gehandicapt, we rijden hopelijk niet bij het rode licht... En ik krijg een brief waarop ik mijn auto naar de autokeuring breng. Goed voor je auto zorgen is je verantwoordelijk tegen de samenleving zoals laten de mensen weet dat misschien ze een Corona riziko zijn nadat ze met je een contact hadden. In een democratische staat hoeven de mensen niet te twijfelen aan de overheid en in een ondemocratische staat heeft de overheid geen nodig voor een corona app om mensen te volgen.	Goed voor je auto zorgen is je verantwoordelijk tegen de samenleving zoals laten de mensen weet dat misschien ze een Corona riziko zijn nadat ze met je een contact hadden.	Goed voor je auto zorgen is je verantwoordelijk (W)  tegen de samenleving zoals laten (P)  de mensen weet (G)  dat misschien (P)  ze een Corona riziko (S) zijn nadat ze met je een (F)  contact hadden	laten	een infinitief staat achter de rest
277	B1+	Turks	Wat wilde je worden toen je klein was?  Toen ik kind was, wilde ik een advocaat worden   Wat is echt belangrijk in het leven?  Volgens me hebben een positieve invloed in de leven van mensen is het belangrijkste in het leven.   Wat wil je nog leren in dit leven?  Ik wil nog rustig te blijven leren.   Wat zou je veranderen als je leider werd van dit land?  Als ik leider van dit land werd, zou ik over de vertragingen in het openbaar vervoer en verkeersopstopping problemen werken.   Wat zou je doen als je meer tijd had?  Als ik meer tijd had, zou ik meer sport doen.   Welke rol speelt humor in je leven?  Humor heft een belangrijke rol in mijn leven.	Volgens me hebben een positieve invloed in de leven van mensen is het belangrijkste in het leven.	Wat wilde je worden toen je klein was?  Toen ik  (√) kind was, wilde ik een advocaat worden   Wat is echt belangrijk in het leven?  Volgens me (G)  hebben (P)  een positieve invloed in (W)  de (W)  leven van mensen is (P)  het belangrijkste in het leven	is	let op de orde van de werkwoorden: eerst je hulpwerkwoord, dan het andereblijven leren = niet stoppen met studerenleren blijven = leren om niet te stoppen met iets
278	B1+	Turks	Wat wilde je worden toen je klein was?  Toen ik kind was, wilde ik een advocaat worden   Wat is echt belangrijk in het leven?  Volgens me hebben een positieve invloed in de leven van mensen is het belangrijkste in het leven.   Wat wil je nog leren in dit leven?  Ik wil nog rustig te blijven leren.   Wat zou je veranderen als je leider werd van dit land?  Als ik leider van dit land werd, zou ik over de vertragingen in het openbaar vervoer en verkeersopstopping problemen werken.   Wat zou je doen als je meer tijd had?  Als ik meer tijd had, zou ik meer sport doen.   Welke rol speelt humor in je leven?  Humor heft een belangrijke rol in mijn leven.	Ik wil nog rustig te blijven leren.	Wat wil je nog leren in dit leven?  Ik wil nog rustig te blijven leren (P)	leren	let op de orde van de werkwoorden: eerst je hulpwerkwoord, dan het andereblijven leren = niet stoppen met studerenleren blijven = leren om niet te stoppen met iets
279	B1+	Grieks	Toen ik klein was, had ik twee sterke interessen: biologie en Kunst. Ik kon niet beslissen wat het best was, omdat allebei nuttig en fascinerende beroepen zijn. Ik was jaloers op alle wetenschappers op televisie die naar Antarctica en Zuid America giggen om de wilde dieren te studeren en vreemde planten te onderzoeken. De speleologen die geen schrik hadden om honderd meter onder te grond te klimmen. De paleontologen die zoveel fantastische fossielen ontdekt. Maar ook de zotte kunstenaars die altijd dromen en geweldige schilderijen creëren. Wat is belangrijk in het leven? Passies hebben. Kies een beroep, niet voor het geld, maar voor het liefde. Niet iedereen kan veel geld uit zijn beroep verdienen; maar ongelukkig zijn bij een werk die niet aan jouw interessen en jouw waarden beantwoordt, dat kan jouw personaliteit veranderen. Het leven is te kort om ongelukkig door een simpele job te zijn. Ik heb nog veel in dit leven te leren. Mijn eerste doelen zijn het Nederlands en... patience. Als ik meer tijd had, zou ik meer interessante dingen willen studeren: museologie, filosofie, biologie, literatuur. Ik zou meer willen reizen, omdat twintig dagen per jaar niet genoeg zijn om alle landen te bezoeken. Humor is essentieel. Donkere, nihilistische humor. Als mijn routine te vervelend wordt, sarcasme is een nuttige manier om te gaan.	Als mijn routine te vervelend wordt, sarcasme is een nuttige manier om te gaan.	Als mijn routine te vervelend wordt, sarcasme is (P)  een nuttige manier om  (√) te gaan	is	
280	A2+	Engels	Gisteren avond heb ik een inbraak bij mijn buurvrouw gezien.  Terwijl ik was in de keuken aan het kooken, hoorde ik een lawaai in mijn buurvrouws huis rond 8uur. Ik liep snel richting het lawaai, en daar zag ik een verdachte man. Hij was groot en dik met donker bruin haar. Ik had niet goede zijn gezicht gezien omdat hij een bivakmuts droog. Hij droog ook een zwarte overal en zwarte schoenen.  De man had een grote steen en probeerde door een raam te gaan. Als hij zag me, liet hij snel de stijn vallen en liep hij weg.   Zodra ik de man zag, belde ik eerst de politie zodat ze snel konden komen. Nadat ik mijn buurvrouw opbelde en vertelde haar over wat is er gebeurd. Ik bleef aan de lijn met mijn buurvrow tot de polite kwam.	Terwijl ik was in de keuken aan het kooken, hoorde ik een lawaai in mijn buurvrouws huis rond 8uur.	Terwijl ik was  (P) in de keuken aan het kooken (S) , hoorde ik een  (F) lawaai in mijn buurvrouws huis (G)  rond 8 uur (P)	was	In de bijzin staan de verba achteraan.
282	A2+	Engels	Gisteren avond heb ik een inbraak bij mijn buurvrouw gezien.  Terwijl ik was in de keuken aan het kooken, hoorde ik een lawaai in mijn buurvrouws huis rond 8uur. Ik liep snel richting het lawaai, en daar zag ik een verdachte man. Hij was groot en dik met donker bruin haar. Ik had niet goede zijn gezicht gezien omdat hij een bivakmuts droog. Hij droog ook een zwarte overal en zwarte schoenen.  De man had een grote steen en probeerde door een raam te gaan. Als hij zag me, liet hij snel de stijn vallen en liep hij weg.   Zodra ik de man zag, belde ik eerst de politie zodat ze snel konden komen. Nadat ik mijn buurvrouw opbelde en vertelde haar over wat is er gebeurd. Ik bleef aan de lijn met mijn buurvrow tot de polite kwam.	Ik had niet goede zijn gezicht gezien omdat hij een bivakmuts droog.	Ik had niet goede (P)  zijn gezicht gezien omdat hij een bivakmuts droog (S)	niet goede	Ik had zijn gezicht niet goed gezien
283	A2+	Engels	Gisteren avond heb ik een inbraak bij mijn buurvrouw gezien.  Terwijl ik was in de keuken aan het kooken, hoorde ik een lawaai in mijn buurvrouws huis rond 8uur. Ik liep snel richting het lawaai, en daar zag ik een verdachte man. Hij was groot en dik met donker bruin haar. Ik had niet goede zijn gezicht gezien omdat hij een bivakmuts droog. Hij droog ook een zwarte overal en zwarte schoenen.  De man had een grote steen en probeerde door een raam te gaan. Als hij zag me, liet hij snel de stijn vallen en liep hij weg.   Zodra ik de man zag, belde ik eerst de politie zodat ze snel konden komen. Nadat ik mijn buurvrouw opbelde en vertelde haar over wat is er gebeurd. Ik bleef aan de lijn met mijn buurvrow tot de polite kwam.	Als hij zag me, liet hij snel de stijn vallen en liep hij weg.	Als  (W) hij zag  (P) me, liet hij snel  (P) de stijn (S)  vallen en liep hij weg	zag	In de bijzin staan de verba achteraan.
285	A2+	Engels	Gisteren avond heb ik een inbraak bij mijn buurvrouw gezien.  Terwijl ik was in de keuken aan het kooken, hoorde ik een lawaai in mijn buurvrouws huis rond 8uur. Ik liep snel richting het lawaai, en daar zag ik een verdachte man. Hij was groot en dik met donker bruin haar. Ik had niet goede zijn gezicht gezien omdat hij een bivakmuts droog. Hij droog ook een zwarte overal en zwarte schoenen.  De man had een grote steen en probeerde door een raam te gaan. Als hij zag me, liet hij snel de stijn vallen en liep hij weg.   Zodra ik de man zag, belde ik eerst de politie zodat ze snel konden komen. Nadat ik mijn buurvrouw opbelde en vertelde haar over wat is er gebeurd. Ik bleef aan de lijn met mijn buurvrow tot de polite kwam.	Nadat ik mijn buurvrouw opbelde en vertelde haar over wat is er gebeurd.	Nadat  (W) ik mijn buurvrouw opbelde en vertelde haar over wat is  (P) er gebeurd	is	wat er was gebeurd
286	A2	Arabisch	ik ben Razan. Ik wil me graag voorstellen en even vertellen over mijn ervaring met het Nederlands. Vroeger woonde ik met mijn familie in Syrie. Daar studeerde ik geneeskunde en werkte ik als pediater. In 2011 is een verschikkelijke oorlog in mijn land begonnen. Daardoor moeste ik met mijn familie er achterlaten en een nieuw leven in een nieuw land beginnen. Ik woon nu al drie en half jaar in België. Ik vind dat de eerste en de belangrijkste stap in integratie het leren van de taal is en zeker om mijn diploma gelijk te schakkelen en een goede job te vinden. Ondanks dat Brussel tweetalig is, heb ik voor Nederlands gekozen, omdat het meer dan Frans vergelijkbaar met het Engels, mijn tweede taal, is. Ik ben heel gemotiveerd om iedere dag iets bij te leren. Ik wil graag meer uitdrukkingen en woordenschat leren. Soms vind ik discuteren in het Nederlands  en vloiend praten een beetje moeilijk want ik moet tegelijkertijd  concentreren op de gramatica om een correcte zin te formuleren. Persoonlijk vind ik het Nederlands een mooie en niet zo moeilijk taal. Ik hou ervan dat de woord en de zin een accent hebben en dat geeft een speciale muziek aan de taal. Het is echt handig en nuttig dat je het Nederlands gebruikt in jouw dagelijke leven. Als je foutjes maakt, het niet zo erg is, je hoeft niet ermee te stoppen want je hebt veel oefeningen nodig om een nieuwe taal te behersenen. Ik geniet van Nederlendsleren en ik hoop dat ik snel goed kan spreken.	Als je foutjes maakt, het niet zo erg is, je hoeft niet ermee te stoppen want je hebt veel oefeningen nodig om een nieuwe taal te behersenen.	Als je foutjes maakt, het niet zo erg is (P) , je hoeft niet (P)  ermee te stoppen want je hebt veel oefeningen nodig om een nieuwe taal te behersenen (W)	is	
288	A2	Spaans	Dag Mia, ik heb net jouw advertentie gezien en ik ben wel geïntereseerd. Ik zoek een nieuwe wonning vanaf het begin julli. Ik zou graag iets buiten het centrum van de stad, nu woon ik in de marollen, hier is er wel levende maar te druk en ik zou graag naast de natuur te gaan wonnen. Ik heb groene vingers dus ik kan je zonder probleem te kunnen helpen om jouw tuin goed te houden. Ik eet geen vlees maar wel vis dus over eten kunnen lang praten. Ik werkt vaak in de buiteland dus als ik thuis ben hou ik van mijn privaciteit, maar ik zie al dat in jouw huis zijn verschillende ruimtes gescheiden. Anders, ik zie dat niet zo veel licht is wat wel belangrijk voor mij is, want ik spendeer veel tijd aan het studeren. Ik zie dat ook geen frigo is, maar misschien staat niet in de foto's maar wel op plaats? Ik hoop van jou snel te horen, met vriendelijke groetjes Sara	Ik werkt vaak in de buiteland dus als ik thuis ben hou ik van mijn privaciteit, maar ik zie al dat in jouw huis zijn verschillende ruimtes gescheiden.	Ik werkt (G)  (!)  vaak in de (W)  buiteland dus als ik thuis ben hou ik van mijn privaciteit, (W)  maar ik zie al dat in jouw huis zijn  (P) verschillende ruimtes gescheiden	zijn	
289	A2	Turks	Ik moet toegeven dat ik met de uitspraken uit de tekst akkoord ga. Ik zeg dit niet omdat ik de Belgen verlegen vind, maar het is gebaseerd op mijn persoonlijke ervaringen met hen. Aan de andere kant, kan het ook zijn dat ik onder de invloed van negatieve opmerkingen over de schuchterheid van de Belgen ben.  Ten eerste lijken de Belgen tevreden te zijn met hun huidige vriendengroepen. Ze voelen zich comfortabeler in hun comfortzone en ze zoeken op geen nieuwe avonturen. Doorgaans brengen ze hun tijd met dezelfde personen door. Maar ik moet niet hardvochtig zijn, ik kwam maar voor een jaar naar België. Daarom kan het misschien een beter idee zijn om geduldiger te zijn en hen meer kansen te geven. Ten tweede bestaat er een verschil tussen jongere en oudere Belgen, denk ik. Er woont een oude vrouw naast ons huis die 78 jaar is. Ze is een Vlaamse en werkte al 40 jaren als verpleegkundige in UZ Leuven. Ik kan duidelijk zeggen dat ik nog nooit iemand heb ontmoet die zo lief is als zij. Hoewel zij medische problemen heeft vanwege haar leeftijd, heeft zij altijd tijd voor ons om te babbelen. Toen we haar verjaardag vierden, kochten we haar een koffiekop waarop die tekst "My superpower is Nurse, what is yours ?" stond. Nadat ze het gezien had, werd ze erg gelukkig en emotioneel en bedankte ons voor altijd denken over haar. Ook commentaar over de nieuwsgierigheid van de Belgen te geven, zal ik zeggen dat ze niet zo nieuwsgierig zijn. Bovendien heb ik dit van mijn vriend gehoord met wie ik samenwoon. Hij komt ook uit Turkije zoals ik en studeert Informatica aan KU Leuven. Naar het schijnt, vindt hij het moeilijk om bevriend te raken met een Belg. Volgens hem zouden de Turkse mensen, in vergelijking met de Belgen, meer geïnteresseerd zijn in iemand die hun taal in een jaar geleerd heeft en zouden ze proberen om hun verhaal te horen. Daarom denk ik dat er groot verschil is tussen hoe een buitenlander verwelkomt is in Turkije en in België.  Ten slotte lijkt het dat er nog een lange weg te gaan is om bevriend te raken met Belgen. Maar je kan het zeker aan mij liggen, omdat ik het interessant vind om nieuwe samenlevingen en persoonlijkheden van mensen te ontdekken. Dat wil zeggen dat als ik dit opdracht na een jaar moest schrijven dan zou er een andere situatie zijn met mij en mijn Belgische vrienden.	Ze voelen zich comfortabeler in hun comfortzone en ze zoeken op geen nieuwe avonturen.	Ze voelen zich comfortabeler in hun comfortzone en ze zoeken op  (P) geen nieuwe avonturen	op	
