index	original	parse
452	De ingenieurs hadden onvoldoende rekening gehouden met het gegeven dat de natuurlijke hoeveelheid slib in de rivier varieert als gevolg van de hevige regenval .	(ROOT (SMAIN (NP (lid 0) (n 1)) (ww 2) (PPART (adj 3) (n 4) (ww 5) (PP (vz 6) (NP (lid 7) (n 8) (CP (vg 9) (SSUB (NP (lid 10) (adj 11) (n 12) (n 13) (PP (vz 14) (NP (lid 15) (n 16)))) (ww 17) (PP (MWU (vz 18) (n 19) (vz 20)) (NP (lid 21) (adj 22) (n 23))))))))) (let 24))
453	Je zou kunnen zeggen : It's the planet , stupid .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (INF (ww 2) (INF (ww 3)))) (let 4) (MWU (spec 5) (spec 6) (spec 7) (let 8) (spec 9))) (let 10))
454	Duurzame oplossingen komen niet vanzelf tot stand .	(ROOT (SMAIN (NP (adj 0) (n 1)) (ww 2) (bw 3) (bw 4) (MWU (vz 5) (n 6))) (let 7))
455	Oplossingen die op papier duurzaam lijken , kunnen - onbedoeld - in de praktijk niet-duurzame gevolgen hebben .	(ROOT (SMAIN (NP (n 0) (REL (vnw 1) (SSUB (PP (vz 2) (n 3)) (adj 4) (ww 5)))) (let 6) (ww 7) (INF (let 8) (adj 9) (let 10) (PP (vz 11) (NP (lid 12) (n 13))) (NP (adj 14) (n 15)) (ww 16))) (let 17))
456	Welke waarden zijn voor mij belangrijk ?	(ROOT (WHQ (NP (vnw 0) (n 1)) (SV1 (ww 2) (PP (vz 3) (vnw 4)) (adj 5))) (let 6))
457	Welke gevolgen heeft mijn handelen voor people , planet en profit ?	(ROOT (WHQ (NP (vnw 0) (n 1)) (SV1 (ww 2) (NP (vnw 3) (ww 4)) (PP (vz 5) (CONJ (spec 6) (let 7) (spec 8) (vg 9) (spec 10))))) (let 11))
458	Welke gevolgen heeft mijn handelen op de langere termijn ?	(ROOT (WHQ (NP (vnw 0) (n 1)) (SV1 (ww 2) (NP (vnw 3) (ww 4)) (PP (vz 5) (NP (lid 6) (adj 7) (n 8))))) (let 9))
459	Wat betreft de eerste vraag over waarden en idealen denk ik dat wij het snel eens zijn over welke waarden ons dierbaar zijn en beschermd dienen te worden .	(ROOT (SMAIN (PP (MWU (vnw 0) (ww 1)) (NP (lid 2) (tw 3) (n 4) (PP (vz 5) (CONJ (n 6) (vg 7) (n 8))))) (ww 9) (vnw 10) (CP (vg 11) (CONJ (SSUB (vnw 12) (vnw 13) (ADVP (adj 14) (bw 15)) (ww 16) (WHSUB (PP (vz 17) (NP (vnw 18) (n 19))) (SSUB (vnw 20) (adj 21) (ww 22)))) (vg 23) (SSUB (TI (INF (PPART (ww 24)) (ww 27)) (vz 26)) (ww 25))))) (let 28))
460	Welke waarden met andere woorden duurzaam zijn .	(ROOT (REL (NP (vnw 0) (n 1)) (SSUB (PP (vz 2) (NP (adj 3) (n 4))) (adj 5) (ww 6))) (let 7))
461	Vrijheid , democratie en rechtvaardigheid .	(ROOT (CONJ (n 0) (let 1) (n 2) (vg 3) (n 4)) (let 5))
462	Gelijke kansen voor iedereen , ongeacht sexe , geloof en geaardheid .	(ROOT (NP (adj 0) (n 1) (PP (vz 2) (vnw 3)) (let 4) (PP (vz 5) (CONJ (n 6) (let 7) (n 8) (vg 9) (n 10)))) (let 11))
463	Oog hebben voor je medemens - dichtbij huis en in andere delen van de wereld , want ieder mens telt .	(ROOT (CONJ (SMAIN (n 0) (ww 1) (PP (vz 2) (NP (vnw 3) (n 4))) (let 5) (CONJ (PP (vz 6) (n 7)) (vg 8) (PP (vz 9) (NP (adj 10) (n 11) (PP (vz 12) (NP (lid 13) (n 14))))))) (let 15) (vg 16) (SMAIN (NP (vnw 17) (n 18)) (ww 19))) (let 20))
464	Respectvol omgaan met mens , dier en milieu .	(ROOT (INF (adj 0) (ww 1) (PP (vz 2) (CONJ (n 3) (let 4) (n 5) (vg 6) (n 7)))) (let 8))
465	Maar ik denk ook aan het creëren van een veilige , schone en mooie leefomgeving waar welvaart en welzijn hand in hand gaan en waar solidariteit en eigen verantwoordelijkheid in balans zijn .	(ROOT (DU (vg 0) (SMAIN (vnw 1) (ww 2) (bw 3) (PP (vz 4) (NP (lid 5) (ww 6) (PP (vz 7) (NP (lid 8) (CONJ (adj 9) (let 10) (adj 11) (vg 12) (adj 13)) (n 14) (CONJ (REL (vnw 15) (SSUB (CONJ (n 16) (vg 17) (n 18)) (MWU (n 19) (vz 20) (n 21)) (ww 22))) (vg 23) (REL (vnw 24) (SSUB (CONJ (n 25) (vg 26) (NP (adj 27) (n 28))) (PP (vz 29) (n 30)) (ww 31)))))))))) (let 32))
466	De volgende afweging die naast het toetsen aan kernwaarden dient te worden gemaakt , gaat om het vormen van een beeld van alle aspecten van duurzaamheid .	(ROOT (SMAIN (NP (lid 0) (ww 1) (n 2) (REL (vnw 3) (SSUB (TI (INF (PPART (PP (vz 4) (NP (lid 5) (n 6) (PP (vz 7) (n 8)))) (ww 12)) (ww 11)) (vz 10)) (ww 9)))) (let 13) (ww 14) (PP (vz 15) (NP (lid 16) (ww 17) (PP (vz 18) (NP (lid 19) (n 20) (PP (vz 21) (NP (vnw 22) (n 23) (PP (vz 24) (n 25))))))))) (let 26))
467	Wat zijn de economische en sociale gevolgen van mijn handelen ?	(ROOT (WHQ (vnw 0) (SV1 (ww 1) (NP (lid 2) (CONJ (adj 3) (vg 4) (adj 5)) (n 6) (PP (vz 7) (NP (vnw 8) (ww 9)))))) (let 10))
468	Wat betekent het voor het natuurlijke evenwicht op aarde ?	(ROOT (WHQ (vnw 0) (SV1 (ww 1) (vnw 2) (PP (vz 3) (NP (lid 4) (adj 5) (n 6) (PP (vz 7) (n 8)))))) (let 9))
469	Treffend en actueel in dit kader is de discussie over biobrandstof .	(ROOT (SMAIN (NP (CONJ (adj 0) (vg 1) (adj 2)) (PP (vz 3) (NP (vnw 4) (n 5)))) (ww 6) (NP (lid 7) (n 8) (PP (vz 9) (n 10)))) (let 11))
470	Biobrandstof leek zo'n goed alternatief om onze afhankelijkheid van fossiele brandstoffen te verminderen .	(ROOT (SMAIN (n 0) (ww 1) (NP (vnw 2) (adj 3) (n 4) (OTI (vz 5) (TI (INF (NP (vnw 6) (n 7) (PP (vz 8) (NP (adj 9) (n 10)))) (ww 12)) (vz 11))))) (let 13))
471	Het leek zo'n goed middel in onze strijd tegen de uitstoot van broeikasgassen .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (vnw 2) (adj 3) (n 4) (PP (vz 5) (NP (vnw 6) (n 7) (PP (vz 8) (NP (lid 9) (n 10) (PP (vz 11) (n 12)))))))) (let 13))
472	Maar nu blijkt dat het kweken van de grondstoffen voor biobrandstoffen ten koste gaat van het oerwoud . Maar nu blijkt dat de teelt van gewassen voor biobrandstof enorm veel water kost .	(ROOT (DU (DU (vg 0) (SMAIN (bw 1) (ww 2) (CP (vg 3) (SSUB (NP (lid 4) (n 5) (PP (vz 6) (NP (lid 7) (n 8) (PP (vz 9) (n 10))))) (MWU (vz 11) (n 12)) (ww 13) (PP (vz 14) (NP (lid 15) (n 16))))))) (let 17) (DU (vg 18) (SMAIN (bw 19) (ww 20) (CP (vg 21) (SSUB (NP (lid 22) (n 23)) (PP (vz 24) (NP (n 25) (PP (vz 26) (n 27)))) (NP (AP (adj 28) (vnw 29)) (n 30)) (ww 31)))))) (let 32))
473	Maar nu blijkt dat de energiezekerheid ten koste gaat van voedselzekerheid van de lokale bevolking .	(ROOT (DU (vg 0) (SMAIN (bw 1) (ww 2) (CP (vg 3) (SSUB (NP (lid 4) (n 5)) (MWU (vz 6) (n 7)) (ww 8) (PP (vz 9) (NP (n 10) (PP (vz 11) (NP (lid 12) (adj 13) (n 14))))))))) (let 15))
474	De beoordeling over het duurzaamheidgehalte van de eerste generatie biobrandstoffen lijkt kortom negatief uit te vallen .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (lid 3) (n 4) (PP (vz 5) (NP (lid 6) (tw 7) (n 8) (n 9)))))) (ww 10) (TI (INF (bw 11) (adj 12) (vz 13) (ww 15)) (vz 14))) (let 16))
475	Deze constatering brengt mij bij de laatste vraag die dient te worden meegewogen voordat een oplossing het stempel ' duurzaam ' kan krijgen : zijn de gevolgen van mijn handelen op langere termijn te overzien ?	(ROOT (DU (SMAIN (NP (vnw 0) (n 1)) (ww 2) (vnw 3) (PP (vz 4) (NP (lid 5) (adj 6) (n 7) (REL (vnw 8) (SSUB (ww 9) (TI (vz 10) (INF (ww 11) (PPART (ww 12) (CP (vg 13) (SSUB (NP (lid 14) (n 15)) (INF (NP (lid 16) (n 17) (let 18) (adj 19) (let 20)) (ww 22)) (ww 21))))))))))) (let 23) (SMAIN (ww 24) (NP (lid 25) (n 26) (PP (vz 27) (NP (vnw 28) (ww 29))) (PP (vz 30) (NP (adj 31) (n 32)))) (TI (vz 33) (ww 34)))) (let 35))
476	Hoe toekomstbestendig is de gekozen maatregel ?	(ROOT (WHQ (AP (bw 0) (adj 1)) (SV1 (ww 2) (NP (lid 3) (ww 4) (n 5)))) (let 6))
477	Dit aspect speelt prominent bij de afwegingen die wij in Nederland moeten maken bij ons waterbeheer .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (AP (adj 3) (PP (vz 4) (NP (lid 5) (n 6) (REL (vnw 7) (SSUB (vnw 8) (INF (PP (vz 9) (n 10)) (ww 12) (PP (vz 13) (NP (vnw 14) (n 15)))) (ww 11))))))) (let 16))
478	De zeespiegel stijgt , dijkverzwaringen zijn nodig .	(ROOT (DU (SMAIN (NP (lid 0) (n 1)) (ww 2)) (let 3) (SMAIN (n 4) (ww 5) (adj 6))) (let 7))
479	Maar hoe ver kijken we vooruit ?	(ROOT (DU (vg 0) (WHQ (AP (bw 1) (adj 2)) (SV1 (ww 3) (vnw 4) (bw 5)))) (let 6))
480	Dit is een wezenlijke vraag , want aan iedere beslissing hangt vanzelfsprekend een ander prijskaartje .	(ROOT (CONJ (SMAIN (vnw 0) (ww 1) (NP (lid 2) (adj 3) (n 4))) (let 5) (vg 6) (SMAIN (PP (vz 7) (NP (vnw 8) (n 9))) (ww 10) (adj 11) (NP (lid 12) (adj 13) (n 14)))) (let 15))
481	Voor duurzaamheid is creativiteit en samenspel nodig .	(ROOT (SMAIN (PP (vz 0) (n 1)) (ww 2) (CONJ (n 3) (vg 4) (n 5)) (adj 6)) (let 7))
482	Toch gaat het bij duurzame ontwikkeling om meer dan het maken van een kosten-batenanalyse en het nagaan wat de gevolgen van een bepaalde oplossing kunnen zijn .	(ROOT (SMAIN (bw 0) (ww 1) (vnw 2) (PP (vz 3) (NP (adj 4) (n 5))) (PP (vz 6) (NP (vnw 7) (CP (vg 8) (CONJ (NP (lid 9) (ww 10) (PP (vz 11) (NP (lid 12) (n 13)))) (vg 14) (NP (lid 15) (ww 16) (WHSUB (vnw 17) (SSUB (NP (lid 18) (n 19) (PP (vz 20) (NP (lid 21) (adj 22) (n 23)))) (ww 24) (INF (ww 25)))))))))) (let 26))
483	Dit brengt me bij het tweede deel van mijn verhaal .	(ROOT (SMAIN (vnw 0) (ww 1) (vnw 2) (PP (vz 3) (NP (lid 4) (tw 5) (n 6) (PP (vz 7) (NP (vnw 8) (n 9)))))) (let 10))
484	Duurzame ontwikkeling is geen kwestie van vaste formules en blauwdrukken .	(ROOT (SMAIN (NP (adj 0) (n 1)) (ww 2) (NP (vnw 3) (n 4) (PP (vz 5) (CONJ (NP (adj 6) (n 7)) (vg 8) (NP (n 9)))))) (let 10))
485	De zoektocht naar duurzame oplossingen zit vol open vragen .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (adj 3) (n 4)))) (ww 5) (PP (adj 6) (NP (adj 7) (n 8)))) (let 9))
486	Bij de beantwoording daarvan zullen we telkens de juiste balans moeten zien te vinden .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2) (bw 3))) (ww 4) (vnw 5) (bw 6) (INF (INF (TI (INF (NP (lid 7) (adj 8) (n 9)) (ww 13)) (vz 12)) (ww 11)) (ww 10))) (let 14))
487	Duurzame ontwikkeling is geen statisch , maar een dynamisch begrip .	(ROOT (SMAIN (NP (adj 0) (n 1)) (ww 2) (CONJ (NP (vnw 3) (n 4)) (let 5) (vg 6) (NP (lid 7) (adj 8) (n 9)))) (let 10))
488	Waar het nu op aankomt is - en dat is mijn centrale boodschap - alle bronnen van creativiteit aanboren .	(ROOT (SMAIN (WHREL (vnw 0) (SSUB (vnw 1) (bw 2) (PP (vz 3)) (ww 4))) (ww 5) (let 6) (DU (vg 7) (SMAIN (vnw 8) (ww 9) (NP (vnw 10) (adj 11) (n 12)))) (let 13) (PPART (NP (vnw 14) (n 15) (PP (vz 16) (n 17))) (ww 18))) (let 19))
489	De alarmklokken over de mondiale milieuproblemen luiden zo luid en schril dat sommigen geneigd zijn met hun handen voor hun oren stil in een hoekje te gaan zitten .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (NP (lid 3) (adj 4) (n 5)))) (ww 6) (CONJ (AP (bw 7) (adj 8)) (vg 9) (AP (adj 10) (CP (vg 11) (SSUB (vnw 12) (PPART (ww 13) (TI (INF (INF (PP (vz 15) (NP (vnw 16) (n 17) (PP (vz 18) (NP (vnw 19) (n 20))))) (adj 21) (PP (vz 22) (NP (lid 23) (n 24))) (ww 27)) (ww 26)) (vz 25))) (ww 14)))))) (let 28))
490	Maar wat we nu meer dan ooit nodig hebben is dat iedereen massaal in beweging komt .	(ROOT (DU (vg 0) (SMAIN (WHREL (vnw 1) (SSUB (vnw 2) (bw 3) (AP (vnw 4) (CP (vg 5) (bw 6))) (adj 7) (ww 8))) (ww 9) (CP (vg 10) (SSUB (vnw 11) (adj 12) (PP (vz 13) (n 14)) (ww 15))))) (let 16))
491	Ik ben er van overtuigd dat we wereldwijd deze uitdagingen aankunnen .	(ROOT (SMAIN (vnw 0) (ww 1) (PPART (PP (vnw 2) (vz 3) (CP (vg 5) (SSUB (vnw 6) (adj 7) (NP (vnw 8) (n 9)) (ww 10)))) (ww 4))) (let 11))
492	Er is genoeg creativiteit .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (bw 2) (n 3))) (let 4))
493	Er is genoeg inventiviteit .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (bw 2) (n 3))) (let 4))
494	Er is genoeg gedrevenheid .	(ROOT (SMAIN (vnw 0) (ww 1) (NP (bw 2) (n 3))) (let 4))
495	Ook hier aan deze universiteit zie ik dat .	(ROOT (SMAIN (ADVP (bw 0) (vnw 1) (PP (vz 2) (NP (vnw 3) (n 4)))) (ww 5) (vnw 6) (vnw 7)) (let 8))
496	Zojuist sprak ik nog met een aantal studenten die zich via de stichting ' Students 4 Sustainability ' inzetten voor de verspreiding van duurzame techniek in Afrika .	(ROOT (SMAIN (bw 0) (ww 1) (vnw 2) (bw 3) (PP (vz 4) (NP (NP (lid 5) (n 6)) (n 7) (REL (vnw 8) (SSUB (vnw 9) (PP (vz 10) (NP (lid 11) (n 12) (let 13) (MWU (spec 14) (spec 15) (spec 16)) (let 17))) (ww 18) (PP (vz 19) (NP (lid 20) (n 21) (PP (vz 22) (NP (adj 23) (n 24))) (PP (vz 25) (n 26))))))))) (let 27))
497	Een kleinschalig maar uiterst waardevol initiatief .	(ROOT (NP (lid 0) (CONJ (adj 1) (vg 2) (AP (adj 3) (adj 4))) (n 5)) (let 6))
498	Ook het Nederlandse kabinet heeft grote ambities om niet alleen in Nederland , maar ook in andere delen van de wereld duurzaamheid dichterbij te brengen .	(ROOT (SMAIN (NP (bw 0) (lid 1) (adj 2) (n 3)) (ww 4) (NP (adj 5) (n 6)) (OTI (vz 7) (TI (INF (NP (CONJ (MWU (bw 8) (bw 9)) (PP (vz 10) (n 11)) (let 12) (vg 13) (PP (bw 14) (vz 15) (NP (adj 16) (n 17) (PP (vz 18) (NP (lid 19) (n 20)))))) (n 21)) (bw 22) (ww 24)) (vz 23)))) (let 25))
499	Maar duurzame ontwikkeling kan niet door de overheid alleen gerealiseerd worden .	(ROOT (DU (vg 0) (SMAIN (NP (adj 1) (n 2)) (ww 3) (INF (PPART (bw 4) (PP (vz 5) (NP (lid 6) (n 7))) (bw 8) (ww 9)) (ww 10)))) (let 11))
500	In de kern gaat duurzaamheid over verbinden .	(ROOT (SMAIN (PP (vz 0) (NP (lid 1) (n 2))) (ww 3) (NP (n 4) (PP (vz 5) (n 6)))) (let 7))
501	Het gaat om het verbinden van sectoren . Dus geen aparte economische , ecologische en sociale agenda , maar één agenda .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (PP (vz 2) (NP (lid 3) (ww 4) (PP (vz 5) (n 6))))) (let 7) (DU (bw 8) (CONJ (NP (vnw 9) (adj 10) (CONJ (adj 11) (let 12) (adj 13) (vg 14) (adj 15)) (n 16)) (let 17) (vg 18) (NP (tw 19) (n 20))))) (let 21))
502	Het gaat om het verbinden van heden en toekomst . Ons huidige doen en laten moet een betere toekomst voor mens en milieu ondersteunen .	(ROOT (DU (SMAIN (vnw 0) (ww 1) (PP (vz 2) (NP (lid 3) (ww 4) (PP (vz 5) (CONJ (n 6) (vg 7) (n 8)))))) (let 9) (SMAIN (CONJ (NP (vnw 10) (adj 11) (ww 12)) (vg 13) (NP (ww 14))) (ww 15) (INF (NP (lid 16) (adj 17) (n 18) (PP (vz 19) (CONJ (n 20) (vg 21) (n 22)))) (ww 23)))) (let 24))
503	Het gaat om het verbinden van grote idealen met kleine praktische oplossingen .	(ROOT (SMAIN (vnw 0) (ww 1) (PP (vz 2) (NP (lid 3) (ww 4) (PP (vz 5) (NP (adj 6) (n 7))) (PP (vz 8) (NP (adj 9) (adj 10) (n 11)))))) (let 12))
504	Om dit te bereiken hebben we iedereen nodig .	(ROOT (SMAIN (OTI (vz 0) (TI (INF (vnw 1) (ww 3)) (vz 2))) (ww 4) (vnw 5) (vnw 6) (adj 7)) (let 8))
505	De samenwerking tussen overheid en de diverse maatschappelijke spelers moet versterkt worden .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (CONJ (n 3) (vg 4) (NP (lid 5) (adj 6) (adj 7) (n 8))))) (ww 9) (INF (PPART (ww 10)) (ww 11))) (let 12))
506	Alleen als bestuurders , politici , wetenschappers , ondernemers en burgers de krachten bundelen , kunnen we samen een duurzaamheidsbeweging in gang zetten die de noodklokken het zwijgen oplegt .	(ROOT (SMAIN (INF (CP (bw 0) (vg 1) (SSUB (CONJ (n 2) (let 3) (n 4) (let 5) (n 6) (let 7) (n 8) (vg 9) (n 10)) (NP (lid 11) (n 12)) (ww 13))) (NP (lid 18) (n 19) (REL (vnw 23) (SSUB (NP (lid 24) (n 25)) (NP (lid 26) (n 27)) (ww 28)))) (MWU (vz 20) (n 21)) (ww 22)) (let 14) (ww 15) (vnw 16) (bw 17)) (let 29))
507	Een mooie illustratie waar goed samenspel tussen diverse partners toe kan leiden , is het project ' Biogas for Better Life : An African Initiative ' .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2) (REL (vnw 3) (SSUB (NP (adj 4) (n 5) (PP (vz 6) (NP (adj 7) (n 8)))) (INF (vz 9) (ww 11)) (ww 10)))) (let 12) (ww 13) (NP (lid 14) (n 15) (let 16) (MWU (spec 17) (spec 18) (spec 19) (spec 20)) (let 21) (MWU (spec 22) (spec 23) (spec 24)) (let 25))) (let 26))
508	Energie speelt een sleutelrol bij de sociaal-economische ontwikkeling van ontwikkelingslanden .	(ROOT (SMAIN (n 0) (ww 1) (NP (lid 2) (n 3)) (PP (vz 4) (NP (lid 5) (adj 6) (n 7) (PP (vz 8) (n 9))))) (let 10))
509	Het spreekt vanzelf dat we zoveel mogelijk op zoek moeten naar duurzame oplossingen .	(ROOT (SMAIN (vnw 0) (ww 1) (bw 2) (CP (vg 3) (SSUB (vnw 4) (ADVP (tw 5) (adj 6)) (AP (MWU (vz 7) (n 8)) (PP (vz 10) (NP (adj 11) (n 12)))) (ww 9)))) (let 13))
510	Biogas for Better Life is een veelbelovende stap in de goede richting .	(ROOT (SMAIN (MWU (spec 0) (spec 1) (spec 2) (spec 3)) (ww 4) (NP (lid 5) (adj 6) (n 7) (PP (vz 8) (NP (lid 9) (adj 10) (n 11))))) (let 12))
511	Een groot aantal Afrikaanse landen heeft samen met lokale organisaties , internationale ngo's en diverse donorlanden , waaronder Nederland , afspraken gemaakt over een uitgebreid biogasprogramma voor Afrika .	(ROOT (SMAIN (NP (lid 0) (adj 1) (n 2) (NP (adj 3) (n 4))) (ww 5) (PPART (bw 6) (PP (vz 7) (CONJ (NP (adj 8) (n 9)) (let 10) (NP (adj 11) (n 12)) (vg 13) (NP (adj 14) (n 15) (let 16) (REL (bw 17) (NP (n 18)))))) (let 19) (NP (n 20) (PP (vz 22) (NP (lid 23) (ww 24) (n 25) (PP (vz 26) (n 27))))) (ww 21))) (let 28))
512	Dit initiatief moet op termijn 20 miljoen Afrikaanse huishoudens van duurzame energie gaan voorzien .	(ROOT (SMAIN (NP (vnw 0) (n 1)) (ww 2) (INF (PP (vz 3) (n 4)) (NP (tw 5) (n 6) (NP (adj 7) (n 8))) (INF (PP (vz 9) (NP (adj 10) (n 11))) (ww 13)) (ww 12))) (let 14))
513	Huishoudens met tenminste twee koeien of zeven varkens kunnen baat hebben bij een eenvoudige biogasinstallatie . Deze installatie levert dan voldoende gas voor een kooktoestel en een lamp .	(ROOT (DU (SMAIN (NP (n 0) (PP (vz 1) (CONJ (NP (bw 2) (tw 3) (n 4)) (vg 5) (NP (tw 6) (n 7))))) (ww 8) (INF (NP (n 9) (PP (vz 11) (NP (lid 12) (adj 13) (n 14)))) (ww 10))) (let 15) (SMAIN (NP (vnw 16) (n 17)) (ww 18) (bw 19) (NP (adj 20) (n 21) (PP (vz 22) (CONJ (NP (lid 23) (n 24)) (vg 25) (NP (lid 26) (n 27))))))) (let 28))
514	Een ongekende vooruitgang .	(ROOT (NP (lid 0) (adj 1) (n 2)) (let 3))
515	Vrouwen en meisjes hoeven geen uren meer te besteden aan het sprokkelen van brandhout en de lucht in de huizen waar wordt gekookt wordt niet langer vervuild .	(ROOT (CONJ (SMAIN (CONJ (n 0) (vg 1) (n 2)) (ww 3) (TI (INF (NP (DETP (vnw 4) (vnw 6)) (n 5)) (ww 8) (PP (vz 9) (NP (lid 10) (ww 11) (PP (vz 12) (n 13))))) (vz 7))) (vg 14) (SMAIN (NP (lid 15) (n 16) (PP (vz 17) (NP (lid 18) (n 19) (REL (vnw 20) (SSUB (ww 21) (PPART (ww 22))))))) (ww 23) (PPART (ADVP (bw 24) (adj 25)) (ww 26)))) (let 27))
516	Winst voor de leefomstandigheden van de mensen .	(ROOT (NP (n 0) (PP (vz 1) (NP (lid 2) (n 3) (PP (vz 4) (NP (lid 5) (n 6)))))) (let 7))
517	Ontbossing wordt teruggedrongen door de lagere behoefte aan hout .	(ROOT (SMAIN (n 0) (ww 1) (PPART (ww 2) (PP (vz 3) (NP (lid 4) (adj 5) (n 6) (PP (vz 7) (n 8)))))) (let 9))
518	De uitstoot van broeikasgassen wordt verminderd .	(ROOT (SMAIN (PPART (NP (lid 0) (n 1) (PP (vz 2) (n 3))) (ww 5)) (ww 4)) (let 6))
519	Omdat het restproduct uit de biogasinstallatie een waardevolle meststof is , blijft de bodemkwaliteit op peil en stijgt de agrarische productie met 25% .	(ROOT (CONJ (SMAIN (CP (vg 0) (SSUB (NP (lid 1) (n 2) (PP (vz 3) (NP (lid 4) (n 5)))) (NP (lid 6) (adj 7) (n 8)) (ww 9))) (let 10) (ww 11) (NP (lid 12) (n 13)) (PP (vz 14) (n 15))) (vg 16) (SMAIN (ww 17) (NP (lid 18) (adj 19) (n 20) (PP (vz 21) (spec 22))))) (let 23))
520	Winst voor het milieu .	(ROOT (NP (n 0) (PP (vz 1) (NP (lid 2) (n 3)))) (let 4))
521	Het in gebruik nemen van biogasinstallaties heeft een positief effect op de werkgelegenheid , met name op het platteland .	(ROOT (SMAIN (NP (lid 0) (MWU (vz 1) (n 2)) (ww 3) (PP (vz 4) (n 5))) (ww 6) (NP (lid 7) (adj 8) (n 9)) (PP (vz 10) (NP (lid 11) (n 12))) (let 13) (PP (MWU (vz 14) (n 15)) (vz 16) (NP (lid 17) (n 18)))) (let 19))
522	Naar verwachting komen er op termijn tenminste 50.000 nieuwe banen bij .	(ROOT (SMAIN (PP (vz 0) (n 1)) (ww 2) (vnw 3) (PP (vz 4) (n 5)) (NP (DETP (bw 6) (tw 7)) (adj 8) (n 9)) (vz 10)) (let 11))
523	Winst kortom voor de economie .	(ROOT (DU (NP (n 0) (PP (vz 2) (NP (lid 3) (n 4)))) (bw 1)) (let 5))
524	Winst voor de lokale economie is er ook bij het NICE-project waar onder meer de Nederlandse bedrijven Essent en Econcern bij betrokken zijn .	(ROOT (SMAIN (NP (n 0) (PP (vz 1) (NP (lid 2) (adj 3) (n 4)))) (ww 5) (vnw 6) (bw 7) (PP (vz 8) (NP (lid 9) (n 10) (REL (vnw 11) (SSUB (NP (MWU (vz 12) (vnw 13)) (lid 14) (adj 15) (n 16) (CONJ (n 17) (vg 18) (n 19))) (PPART (PP (vz 20)) (ww 21)) (ww 22)))))) (let 23))
525	NICE biedt mensen in ontwikkelingslanden op een duurzame wijze diverse digitale services aan .	(ROOT (SMAIN (n 0) (ww 1) (NP (n 2) (PP (vz 3) (n 4))) (PP (vz 5) (NP (lid 6) (adj 7) (n 8))) (NP (adj 9) (adj 10) (n 11)) (vz 12)) (let 13))
526	In Gambia zijn al twee centra die je zou kunnen omschrijven als internetcafés die draaien op zonne-energie .	(ROOT (SMAIN (PP (vz 0) (n 1)) (ww 2) (NP (bw 3) (tw 4) (n 5) (REL (vnw 6) (SSUB (vnw 7) (ww 8) (INF (ww 9) (INF (ww 10)))))) (PP (vz 11) (NP (n 12) (REL (vnw 13) (SSUB (ww 14) (PP (vz 15) (n 16))))))) (let 17))
527	In deze cafés kunnen mensen niet alleen draadloos internetten , maar ook allerlei opleidingen volgen met behulp van de computer en internet .	(ROOT (SMAIN (PP (vz 0) (NP (vnw 1) (n 2))) (ww 3) (n 4) (CONJ (MWU (bw 5) (bw 6)) (INF (adj 7) (ww 8)) (let 9) (vg 10) (INF (bw 11) (NP (adj 12) (n 13)) (ww 14) (PP (MWU (vz 15) (n 16) (vz 17)) (CONJ (NP (lid 18) (n 19)) (vg 20) (NP (n 21))))))) (let 22))
528	De jeugd van Gambia wordt zo goed toegerust op de arbeidsmarkt .	(ROOT (SMAIN (NP (lid 0) (n 1) (PP (vz 2) (n 3))) (ww 4) (PPART (bw 5) (adj 6) (ww 7) (PP (vz 8) (NP (lid 9) (n 10))))) (let 11))
529	Samenwerking met diverse ngo's maakt het project nog sterker .	(ROOT (SMAIN (NP (n 0) (PP (vz 1) (NP (adj 2) (n 3)))) (ww 4) (NP (lid 5) (n 6)) (AP (bw 7) (adj 8))) (let 9))
530	Het Christian Children Fund stelt beurzen beschikbaar voor getalenteerde studenten en het Rode Kruis geeft in de internetcafés voorlichting over aids , malaria en tbc .	(ROOT (CONJ (SMAIN (NP (lid 0) (MWU (spec 1) (spec 2) (spec 3))) (ww 4) (n 5) (AP (adj 6) (PP (vz 7) (NP (adj 8) (n 9))))) (vg 10) (SMAIN (NP (lid 11) (MWU (spec 12) (spec 13))) (ww 14) (PP (vz 15) (NP (lid 16) (n 17))) (NP (n 18) (PP (vz 19) (CONJ (n 20) (let 21) (n 22) (vg 23) (n 24)))))) (let 25))
