index	original	level
5623	Niemand voortrekken.	B2
5624	Niet met de een over de ander praten.	B2
5625	Haar zwijgen was haar liefde geweest, zegt de jongste zoon.	B2
5626	Wacht even.	B1+
5627	Vonden we dat toen normaal?	B1+
5628	Fien kijkt terug naar filmjaar 2009, toen Cineville begon, en ziet van alles waar je in 2019 niet meer mee weg zou komen.	B1+
5629	Een lijstje no-go's anno nu.	B1+
5630	Soms voelt het als de dag van gisteren (toen Obama president werd, weet je nog?), soms als een lifetime ago (je chatte via Ping op je BlackBerry).	B1+
5631	Het was het jaar waarin Lady Gaga haar debuutsingle Just Dance uitbracht, de DSB-bank failliet ging, en, onvergetelijk natuurlijk, Ralf Mackenbach het Junior Eurovisiesongfestival won.	B1+
5632	Oftewel: de wereld zag er anders uit, en de filmwereld dus ook.	B1+
5633	Er zijn scènes uit dit jaar bekend waarin personages geduldig wachten op een telefoontje op hun vaste lijn.	B1+
5634	Afgezien van die verouderde technologie, valt na één blik op het filmaanbod van 2009 vooral op hoezeer het morele kompas verouderd is.	B1+
5635	De LGBTQ-scene was op het scherm vrijwel afwezig, de romkomregels alomtegenwoordig en er werden allerlei grappen gemaakt die toen al irritant waren en in het post-#MeToo-tijdperk al helemáál niet meer kunnen.	B1+
5636	Tijd dus voor een inventarisatie van filmfenomenen die tien jaar geleden nog zonder problemen het witte doek haalden, maar anno 2019 écht niet meer geaccepteerd zouden worden.	B1+
5637	De boze heks zat in haar stoel en gaapte.	B2
5638	Wat zou ze eens gaan doen vandaag?	B2
5639	Een taart bakken?	B2
5640	Nee, daar had ze geen zin in.	B2
5641	De heks zuchtte.	B2
5642	Ze had eigenlijk nergens zin in.	B2
5643	Ze verveelde zich.	B2
5644	Raar, vroeger verveelde ze zich nooit.	B2
5645	Ze stond op en slofte naar de kast.	B2
5646	Daar heb ik ook geen zin in, maar het moet wel een keer gebeuren.	B2
5647	Ze deed de kastdeur open en begon een plank leeg te halen.	B2
5648	Maar wat was dat?	B2
5649	Onder de handdoeken en de hemden lag een groot, dik boek.	B2
5650	Dat had ik goed opgeborgen.	B2
5651	Mijn goeie, ouwe toverboek!	B2
5652	Voorzichtig pakte ze het boek uit de kast en legde het op tafel.	B2
5653	Ze sloeg het open en begon te bladeren.	B2
5654	Op sommige momenten kunnen we het verkeer op de wegen rond de Coentunnel niet zonder file verwerken, bijvoorbeeld doordat het druk is of door een ongeval.	B2
5655	Dan moet je op sommige punten wat ‘knijpen’ om het op andere punten vlotter en beter door te laten stromen.	B2
5656	We proberen drukte ín en rond de tunnel zoveel mogelijk te voorkomen door flexibel rijstroken open te stellen.	B2
5657	Dit doen we bijvoorbeeld door een wisselstrook te openen of een rijstrook tijdelijk met een rood kruis boven de weg af te sluiten.	B2
5658	We kijken hierbij altijd naar het verkeersaanbod op alle rijkswegen rond de Coentunnel.	B2
5659	Afhankelijk van de situatie bepalen we hoeveel en welke rijstroken open kunnen.	B2
5660	Op deze manier wordt de capaciteit van ons wegennetwerk optimaal benut.	B2
5661	Dit noemen we dynamisch verkeersmanagement.	B2
5662	Daarnaast zijn we in de Coentunnel klaar voor de toekomst.	B2
5663	Er liggen nu 10 rijstroken, waarvan we er in de spits 8 en daarbuiten 6 (wettelijk) mogen gebruiken.	B2
5664	Deze 8 rijstroken bieden ruimte voor 180.000 voertuigen.	B2
5665	Dat is voor nu ook ruim voldoende.	B2
5666	De 2 extra rijstroken liggen er voor als het verkeersaanbod structureel toeneemt.	B2
5667	We kijken altijd naar het (verwachte) verkeersaanbod en kunnen een extra rijstrook openen in de drukste rijrichting.	B2
5668	Hoe ben ik voor zorg verzekerd als ik op vakantie ben in het buitenland?	B1
5669	Als u op vakantie gaat naar het buitenland, blijft u verzekerd voor zorg.	B1
5670	Iedereen die een Nederlandse zorgverzekering heeft, heeft werelddekking.	B1
5671	Soms dekt uw zorgverzekering sommige kosten niet of niet helemaal.	B1
5672	Misschien heeft u een aanvullende verzekering of reisverzekering nodig.	B1
5673	Gaat u op vakantie binnen Europa?	B1
5674	Dan kan de Europese zorgverzekeringskaart (EHIC) handig zijn.	B1
5675	Met deze kaart krijgt u makkelijker toegang tot medische voorzieningen in het buitenland.	B1
5676	De kans is dan kleiner dat u geld voor moet schieten.	B1
5677	Heeft u nog geen Europese zorgverzekeringskaart?	B1
5678	Vraag deze kaart aan bij uw zorgverzekeraar.	B1
5679	Zorgkosten buitenland Maakt u in het buitenland kosten voor medische zorg?	B1
5680	Dan kunt u mogelijk een vergoeding krijgen op grond van uw zorgverzekeringspolis.	B1
5681	Het gaat dan om zorg die niet kan wachten tot u weer in Nederland bent.	B1
5682	Deze zorg valt wel onder het eigen risico.	B1
5683	Deze vergoeding is nooit hoger dan het bedrag dat zorgverleners in Nederland in rekening mogen brengen.	B1
5684	Het Nederlandse tarief kan lager zijn dan het tarief van de zorgverlener in het buitenland.	B1
5685	Bijvoorbeeld als u zorg krijgt in een privékliniek in plaats van in een staatsinstelling.	B1
5686	Kijk daarom goed of uw reisverzekering de vergoeding aanvult.	B1
5687	De capabilitybenadering gaat in eerste instantie om de mogelijkheid van mensen om een goed leven te kunnen leiden.	B2
5688	Maar hoe definieer je nu een ‘goed leven ’?	B2
5689	Dat is niet eenvoudig.	B2
5690	Zowel individuele ambities als de sociale, culturele en maatschappelijke context bepalen de contouren.	B2
5691	Door de bril van de capabilitybenadering moet iedereen in staat zijn, of moet iedereen de kans geboden worden, om het leven te leiden dat hij of zij wil leiden.	B2
5692	Vrijheid en een goed leven gaan hand in hand.	B2
5693	Ze vormen volgens de capabilitybenadering de ankers voor menselijke ontwikkeling.	B2
5694	Dus voor het leiden van een goed leven dienen mensen vrij te zijn om autonoom de gewenste keuzes te kunnen maken en deze natuurlijk ook te kunnen waarmaken.	B2
5695	Dit proces wordt soms versterkt maar eerder nog beperkt door de omstandigheden.	B2
5696	Het is in dit proces dat sociaal werkers2 een belangrijke rol kunnen spelen.	B2
5697	Een bestemmingsplan bepaalt wat er in een gemeente met de ruimte mag gebeuren.	B1+
5698	In een bestemmingsplan staat of en hoe er gebouwd mag worden.	B1+
5699	Er is een vaste gang van zaken voor de totstandkoming van bestemmingsplannen.	B1+
5700	U kunt daar op verschillende manieren invloed op uitoefenen.	B1+
5701	Bent u het niet eens met een bestemmingsplan?	B1+
5702	Dan kunt u beroep instellen bij de Afdeling bestuursrechtspraak van de Raad van State.	B1+
5703	De gemeente kondigt een bestemmingsplan met daarin ruimtelijke ontwikkelingen vooraf aan.	B1+
5704	Dat kan in een bewonersbrief, een huis-aan-huisblad of op de website van de gemeente.	B1+
5705	De gemeente stelt een ontwerpbestemmingsplan op.	B1+
5706	Dit ontwerp kan 6 weken worden ingezien.	B1+
5707	Bijvoorbeeld op het gemeentehuis, de gemeentelijke website of via ruimtelijkeplannen.nl.	B1+
5708	In deze periode kunt u uw 'zienswijze' kenbaar maken aan de gemeenteraad.	B1+
5709	Doet u dit niet?	B1+
5710	En is het bestemmingsplan vastgesteld?	B1+
5711	Dan kunt u geen beroep instellen of verzoek doen om voorlopige voorziening.	B1+
5712	Na de periode van 6 weken moet de gemeenteraad binnen 12 weken het bestemmingsplan vaststellen.	B1+
5713	Daarna heeft zij 2 weken de tijd om het besluit bekend te maken.	B1+
5714	De termijn voor bekendmaking kan in bepaalde gevallen langer zijn, namelijk 6 of 7 weken.	B1+
5715	Dat is het geval als provincies en Rijksoverheid een reactieve aanwijzing geven op onderdelen van een bestemmingsplan.	B1+
5716	Per dossier kijkt de Belastingdienst naar de precieze compensatie.	C1
5717	Alles is er op gericht geweest om de getroffen ouders in de CAF 11-zaak voor de kerst in 2019 financieel tegemoet te komen.	C1
5718	Het kabinet heeft besloten dezelfde regeling toe te passen voor de andere ouders in de overige CAF-zaken.	C1
5719	Het kabinet maakt hiervoor gebruik van het eindrapport van de Adviescommissie uitvoering toeslagen.	C1
5720	In haar deeladvies geeft de Adviescommissie aan hoe de eerste groep ouders van wie de kinderopvangtoeslag is stopgezet (zogenaamde CAF 11-zaak), een vergoeding (compensatie) kunnen krijgen.	C1
5721	De staatssecretaris omarmt die voorstellen voor materiële en immateriële schade, ook voor de gedupeerde ouders in de overige CAF-zaken.	C1
5722	Toekenning van € 500 per halfjaar voor immateriële schade vanaf het eerste moment van correctie tot aan een volledig herstel hiervan.	C1
5723	Wie bijvoorbeeld een correctie krijgt van € 2.000, kan maximaal 4 x € 500 hierboven op krijgen.	C1
5724	Voorbeeld: er is € 10.000 gecorrigeerd, dan krijgt iemand aanvullende € 2.500 hierboven op.	C1
5725	In dit boek beschrijft Jelmer Mommers een van de grootste problemen van onze tijd: klimaatverandering.	A2+
5726	Het eerlijke verhaal is dat we ongelofelijk in de shit zitten.	A2+
5727	Zo’n warm klimaat als er nu aankomt, heeft de mens nog nooit meegemaakt.	A2+
5728	Maar hoe erg het wordt, dat bepalen we zelf.	A2+
5729	Hoe kan ik alarmnummer 112 bereiken als ik doof of slechthorend ben?	A2+
5730	Bent u doof of slechthorend, dan kunt u via uw smartphone, tablet of computer een noodoproep doen bij alarmnummer 112.	A2+
5731	Tolkcontact.	A2+
5732	Dit kunt u ook doen als u een spraakbeperking heeft.	A2+
5733	Alarmnummer 112 bellen Bent u doof of slechthorend en heeft u spoedeisende hulp nodig?	A2+
5734	Bel dan vanaf uw computer, tablet of smartphone met 112.	A2+
5735	Hiervoor is speciale software beschikbaar waarmee u kunt bellen via tekst, spraak en beeld.	A2+
5736	Tolkcontact.	A2+
5737	Lees meer over de aanvraag, het gebruik en de installatie van de software en over het bellen van 112 met behulp van de software.	A2+
5738	Mocht u 112 niet kunnen bereiken, roep dan de hulp in van omstanders of mensen uit uw omgeving.	A2+
5739	De 112 tekst-oproep wordt dan rechtstreeks doorgezet naar 112.	A2+
5740	Daarnaast kunt u via de bemiddelingsdienst door tussenkomst van een gebarentolk (beeldbemiddeling) contact leggen met het alarmnummer 112.	A2+
5741	Dit kan alle dagen van de week van 7:00 tot 20:00 uur.	A2+
5742	U kunt de bemiddelingsdienst bereiken door te bellen met het sip-adres teletolk@kpnteletolk.nl.	A2+
5743	Verloopt uw rijbewijs op of na uw 75ste en wilt u dit verlengen, dan moet u medisch gekeurd worden.	B1
5744	Hiervoor moet u een Gezondheidsverklaring invullen.	B1
5745	Verloopt uw rijbewijs in de periode van 1 februari 2020 tot en met 31 augustus 2020?	B1
5746	Dan is uw rijbewijs 7 maanden langer geldig.	B1
5747	Dit geldt voor alle rijbewijzen, behalve als uw rijbewijs is ingevorderd of geschorst.	B1
5748	De Europese Commissie heeft dit besluit genomen, omdat door de maatregelen tegen het coronavirus niet iedereen zijn rijbewijs op tijd kan verlengen.	B1
5749	Hierin beantwoordt u vragen over uw gezondheid, bijvoorbeeld welke medicijnen u gebruikt.	B1
5750	De verwerking van uw Gezondheidsverklaring gaat sneller als u deze digitaal invult via mijn.cbr.nl, dan op papier.	B1
5751	Ook is de digitale verwerking minder foutgevoelig.	B1
5752	U krijgt bericht van het CBR waarin staat dat u een afspraak moet maken met een keuringsarts.	B1
5753	Neem naar uw afspraak alle formulieren van het CBR mee.	B1
5754	Heeft u een medische aandoening?	B1
5755	Zoals een oogaandoening of epilepsie?	B1
5756	Dan bezoekt u ook een medisch specialist.	B1
5757	De arts onderzoekt uw gezondheid en vult de nodige formulieren in.	B1
5758	Doet de arts dit online, dan komen de formulieren automatisch bij het CBR terecht.	B1
5759	Voor hulp kunt u een vrijwilliger of professionele zorgverlener inschakelen (respijtzorg).	B1
5760	Op uw werk kunt u verlof vragen.	B1
5761	En bij uw gemeente kunt u terecht voor ondersteuning.	B1
5762	Voor een luisterend oor of advies kunt u de Mantelzorglijn bellen.	B1
5763	Als u bij de mantelzorg hulp nodig heeft, kunt u een vrijwilliger of betaalde zorgverlener inschakelen.	B1
5764	Dit heet respijtzorg.	B1
5765	Er zijn verschillende soorten respijtzorg.	B1
5766	Opvang buitenshuis, zoals dagopvang, verblijf in een logeerhuis of in een time-outvoorziening.	B1
5767	Hulp thuis van een beroepskracht of vrijwilliger.	B1
5768	Tijdelijke zorg.	B1
5769	Dat kan regelmatig en langdurend zijn, bijvoorbeeld een dagdeel per week of een weekend per maand.	B1
5770	Of tijdens een vakantie.	B1
5771	Tijdelijke professionele verpleging en verzorging wordt meestal geregeld via de huisarts of de wijkverpleegkundige in de buurt.	B1
5772	Voor andere zorg informeert u bij de gemeente of bij een mantelzorgorganisatie bij u in de buurt.	B1
5773	Op de website Mantelzorg.nl staat een overzicht met organisaties voor mantelzorgondersteuning.	B1
5774	U vindt daar ook meer informatie over respijtzorg.	B1
5775	Bijvoorbeeld over de vergoeding van kosten van respijtzorg.	B1
5776	Ga na of u met uw werkgever afspraken kunt maken over uw werk.	B1
5777	Misschien kunt u op andere tijden of andere plaatsen werken.	B1
5778	Ook kunt u kortdurend of langdurend zorgverlof opnemen.	B1
5779	Je moet 18 jaar of ouder (meerderjarig) zijn om gezag te mogen uitoefenen over een kind.	B1+
5780	Ben je een moeder van 16 of 17 jaar?	B1+
5781	Of zul je 16 jaar zijn als je kind geboren wordt?	B1+
5782	Dan kun je de rechter vragen om je meerderjarig te verklaren.	B1+
5783	Zo kun je toch het gezag over je kind krijgen.	B1+
5784	Ben je een moeder van 16 of 17 jaar?	B1+
5785	Of zul je 16 jaar zijn als je kind geboren wordt?	B1+
5786	Dan kun je de kinderrechter vragen om een meerderjarigheidsverklaring.	B1+
5787	Hiervoor heb je een advocaat nodig.	B1+
5788	Zo krijg je het ouderlijk gezag over je kind.	B1+
5789	Je bent daardoor verantwoordelijk voor de verzorging en opvoeding van je kind.	B1+
5790	De rechter geeft een meerderjarigheidsverklaring als hij dit in het belang vindt van jou en je kind.	B1+
5791	Ben je minderjarige moeder en is de vader ook onder de 18?	B1+
5792	Dan moet iemand anders het gezag over jouw kind uitoefenen.	B1+
5793	Je kind krijgt dan een voogd als je je niet meerderjarig hebt laten verklaren.	B1+
5794	Ben je moeder en 18 geworden?	B1+
5795	Dan ben je meerderjarig.	B1+
5796	Je krijgt automatisch het gezag over jouw kind.	B1+
5797	Dat is niet zo als de vader of een voogd in de tussentijd het gezag al gekregen heeft.	B1+
5798	Het Comprehensive Economic and Trade Agreement (CETA) is een handelsverdrag tussen de Europese Unie en Canada.	B1
5799	Door de afspraken in dit handelsakkoord vervallen de meeste Canadese importbelastingen voor Europese ondernemers.	B1
5800	Bent u ondernemer in de Europese Unie?	B1
5801	Dan kunt u hier gebruik van maken als u bij export aan een aantal regels voldoet.	B1
5802	U moet zich bijvoorbeeld als geregistreerd exporteur (REX) aanmelden.	B1
5803	Check of EU de oorsprong van uw product is Om CETA te kunnen gebruiken moet de oorsprong van uw product EU of Canada zijn.	B1
5804	Deze regels staan in CETA.	B1
5805	De ‘economische nationaliteit’ van een product wordt bepaald via de oorsprongsregels.	B1
5806	Van sommige producten kunt u de oorsprong makkelijk bepalen.	B1
5807	Bijvoorbeeld van landbouwproducten, die vaak volledig in 1 land geproduceerd worden.	B1
5808	Zijn in het product grondstoffen en onderdelen verwerkt?	B1
5809	Dan kunt u de oorsprong vaak moeilijker bepalen.	B1
5810	In de Market Access Database van de Europese Commissie vindt u de producten die in aanmerking komen voor de verlaagde invoerrechten en de specifieke oorsprongsregels (Engels).	B1
5811	Met de goederencode (HS-code) kunt u daar de economische nationaliteit van uw producten vinden.	B1
5812	Wilt u profiteren van de voordelen van CETA?	B1
5813	En wilt u goederen verzenden met een waarde van meer dan € 6.000?	B1
5814	Dan moet u zich bij de Nederlandse douane aanmelden als geregistreerd exporteur (REX).	B1
5815	In overleg met de school kunt u afspreken hoe u uw kind het beste kunt helpen.	A2+
5816	Bijvoorbeeld bij het leren lezen of bij het kiezen van een vervolgopleiding.	A2+
5817	U kunt ook lid worden van een ouderraad of medezeggenschapsraad op school.	A2+
5818	Met de school van uw kind spreekt u af wie wat doet en wie waarvoor verantwoordelijk is.	A2+
